timestamp,angry,disgust,fear,happy,sad,surprise,neutral,dominant
2026-02-28 22:02:19.349454,0.013354361,9.077099e-09,0.0235577,57.95725,1.6070607,0.0002818705,40.3985,happy
2026-02-28 22:02:19.621770,0.008396628,3.3980434e-08,0.013897498,87.04616,0.39436704,0.00047540566,12.536701,happy
2026-02-28 22:02:20.652183,7.08871e-07,7.828226e-21,5.403754e-06,0.255226,0.00035438992,7.0425426e-06,99.7444,neutral
2026-02-28 22:02:21.636330,0.15166743,4.939449e-11,0.007861435,0.6128006,0.80610245,1.772519e-06,98.42157,neutral
2026-02-28 22:02:22.656257,0.00015798493,3.789014e-07,23.638042,0.15033059,0.44157362,2.8866818,72.88322,neutral
2026-02-28 22:02:23.640535,5.683162,3.7810746e-09,0.3252954,0.008042888,0.42232522,0.015332266,93.545845,neutral
2026-02-28 22:02:24.650963,95.44063,2.0345349e-06,0.02815404,0.027349656,4.080155,3.5072352e-07,0.42371717,angry
2026-02-28 22:02:25.673573,98.8201,0.00019301058,0.06350696,0.0661818,1.0359855,1.0378026e-06,0.014029289,angry
2026-02-28 22:02:26.646058,63.8039,0.16197279,28.624525,4.7674456,0.7683294,0.02808397,1.8457341,angry
2026-02-28 22:02:27.655866,0.93356496,8.340463e-10,1.2206272,30.920916,0.02258898,64.94778,1.9545227,surprise
2026-02-28 22:02:28.667674,0.004124108,6.141973e-07,74.81055,0.0011183606,0.45708114,8.095897,16.63123,fear
2026-02-28 22:02:29.623832,0.00015111043,1.9073044e-21,0.0005596408,0.0006671414,0.08059565,2.042507e-06,99.91802,neutral
2026-02-28 22:02:30.648518,90.7455,3.9124544e-07,0.0028094568,3.4771707,0.27825576,0.008922877,5.4873443,angry
2026-02-28 22:02:31.689992,0.17719194,1.4253414e-11,0.25122696,0.10295279,7.0206304e-05,99.466995,0.0015675917,surprise
2026-02-28 22:02:32.657202,63.82913,2.9647684e-12,0.005405465,1.0584382,4.7026215,0.029495493,30.374912,angry
2026-02-28 22:02:33.650909,0.03942856,1.2152374e-10,0.00026766848,0.034652025,0.06901928,5.024644e-05,99.85658,neutral
